text,label
ಯಜಮಾನನ ತೊಡೆ ತಟ್ಟಿದ ವಿಲನ್​ ದೇವಿಶೆಟ್ಟಿ,1
ಸುದೀಪ್​ ನಟನೆಯ ಪೈಲ್ವಾನ್​ ಗೆ ಸಿದ್ಧವಾಯ್ತು ಅಖಾಡ,1
ರಲ್ಲಿ ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ಹರಡಿದ ಸುಳ್ಳು ವಿಡಿಯೋ,0
ಪೃಥ್ವಿ ಷಾ ಬಿರುಸಿನ ಆಟ ಎರಡನೇ ಇನ್ನಿಂಗ್ಸ್​​ನಲ್ಲಿ ಕಮ್​​ಬ್ಯಾಕ್ ಮಾಡಿದ ಭಾರತ,1
ರಲ್ಲಿ ಸಿನೆಮಾ ನಟಿಯ ಹೊಸ ಚಿತ್ರದಲ್ಲಿ ಅಭಿನಯದ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಬಿಟ್​ಕಾಯಿನ್ ಹಗರಣದಲ್ಲಿ ನಟಿ ಶಿಲ್ಪಾ ಶೆಟ್ಟಿ ಪತಿ ರಾಜ್ ಕುಂದ್ರಾ ಆರೋಪಿ,1
ರಾಜಕೀಯ ಪಕ್ಷದ ಸದಸ್ಯರ ಬಂಧನದ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ಫಿಫಾ ವಿಶ್ವಕಪ್ ಈಜಿಪ್ಟ್ ಹಾಗೂ ರಷ್ಯಾ ಪಂದ್ಯಗಳ ನಡುವಣ ಕೆಲ ಚಿತ್ರಗಳು,1
ಯೋ ಯೋ ಟೆಸ್ಟ್ ನಲ್ಲಿ ಶಮಿ ಫೇಲ್ ಆಫ್ಘನ್ ವಿರುದ್ಧದ ಟೆಸ್ಟ್ ಗೆ ಸೈನಿಗೆ ಅವಕಾಶ,1
ಕಾಶಿಯಲ್ಲಿ ಗಂಗೆಯ ಮಡಿಲು ಸೇರಿದ ಕಾವೇರಿ ಪುತ್ರ ಅಂಬಿ,1
ದೃಶ್ಯಕ್ಕೂ ಕತ್ತರಿ ಹಾಕದೆ ಮರಾಠಿ ಸಿನಿಮಾ ‘ನ್ಯೂಡ್​’ಗೆ ‘ಎ’ ಸರ್ಟಿಫಿಕೇಟ್,1
ಬಿಡುಗಡೆಯಾಯಿತು ಸಂಜು ಸಿನಿಮಾದ ನರ್ಗೀಸ್​ ದತ್​ ಪೋಸ್ಟರ್​,1
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಹೊಸ ಯೋಜನೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಗೆಲುವಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಅಪಾಯಗಳ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ರೇಪ್ ಆರೋಪ ಮಾಡಿದ್ದ ಯುವತಿ ಜೊತೆಯೇ ವಿವಾಹವಾದ ಭಾರತದ ಪ್ಲೇಯರ್,1
ರಲ್ಲಿ ಆರ್ಥಿಕ ಹೂಡಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಹೊಸ ಆಲ್ಬಮ್ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
india vs australia live cricket score ಧೋನಿ ಜಾಧವ್ ಭರ್ಜರಿ ಜೊತೆಯಾಟ ಭಾರತಕ್ಕೆ ಐತಿಹಾಸಿಕ ಜಯ,1
ಪೊಲೀಸರ ಕರ್ತವ್ಯಕ್ಕೆ ಅಡ್ಡಿಪಡಿಸಿದ್ದಕ್ಕೆ ದುನಿಯಾ ವಿಜಯ್​ ತಮಿಳುನಾಡಿನಲ್ಲಿ ಬಂಧನ,1
ಬರೋಡಾ ವಿರುದ್ಧ ಕರ್ನಾಟಕಕ್ಕೆ ಆಘಾತ ಎರಡೇ ದಿನಕ್ಕೆ ಪಂದ್ಯ ಅಂತ್ಯ ಕ್ವಾರ್ಟರ್​ಫೈನಲ್ ಅವಕಾಶ ಎಷ್ಟು,1
ಹ್ಯಾಟ್ರಿಕ್ ಹೀರೋಗೆ ನೇ ಹುಟ್ಟು ಹಬ್ಬದ ಸಂಭ್ರಮ ರಿಲೀಸ್ ಆಗಲಿದೆ ಶಿವಣ್ಣನ ಯಶೋಗಾಥೆ ಬುಕ್,1
ತೆರೆಮೇಲೆ ಬರಲಿದೆ ‘ಸರ್ಜಿಕಲ್​​​ ಸ್ಟ್ರೈಕ್​ ಬಾಲಿವುಡ್​ ಖ್ಯಾತ ನಿರ್ದೇಶಕನ ಕೈಯಲ್ಲಿ ಪ್ರತೀಕಾರದ ಕಥೆ,1
ಶ್ರೀದೇವಿ ಬಗ್ಗೆ ಸಾಮಾನ್ಯರಿಗೆ ತಿಳಿಯದ ಕೆಲವು ವಿಷಯಗಳು,1
ಕಿಚ್ಚ ಸುದೀಪ್​ ಹರಕೆಗೆ ಒಲಿದ ಮಣಿಕಂಠ,1
ಭಾರತ್ ಫಸ್ಟ್​ ಲುಕ್ ಟೀಸರ್​ನಲ್ಲಿ ಸಲ್ಮಾನ್ ಖಾನ್ ಹೇಳಿದ್ದೇನು,1
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಗೆಲುವಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ವಿಶ್ವಕಪ್ ಫುಟ್ಬಾಲ್ ಶುರುವಾಗುವ ಮುನ್ನವೇ ಸ್ಪೇನ್ ಕೋಚ್ ವಜಾ,1
ವರ್ಷಗಳ ನಂತರ ಅಂಬಿ ಅಭಿನಯದ ಸಿನಿಮಾ ಮರು ಬಿಡುಗಡೆ,1
ಹೊಸ ಶಿಕ್ಷಣ ನೀತಿಯ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಹೊಸ ಶಿಕ್ಷಣ ನೀತಿಯ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಬಗ್ಗೆ ಸುಳ್ಳು ಗಾಸಿಪ್,0
ರಲ್ಲಿ ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಬಂಡವಾಳ ಹೂಡಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಅಭಿಮಾನಿಗಳಿಗೆ ಕೊಟ್ಟ ನೋವಿಗೆ ಕ್ಷಮೆಯಷ್ಟೇ ಕೇಳಬಲ್ಲೆ ಕಣ್ಣೀರು ಹಾಕಿದ ಸ್ಟೀವ್ ಸ್ಮಿತ್,1
ಪತ್ರಕರ್ತೆಯ ಫಿಗರ್​ ಸೈಜ್​ ಕೇಳಿ ಕ್ಷಮೆಯಾಚಿಸಿದ ಬಿ ಟೌನ್​ ನಟ ಗೊತ್ತಾ,1
ತನ್ನ ತಂದೆ ಪತಿಯ ಜೀವನಾಧಾರಿತ ಸಿನಿಮಾ ಮಾಡಲು ಇಷ್ಟವಿಲ್ಲ ಟ್ವಿಂಕಲ್​ ಖನ್ನಾ,1
ಡೆಲ್ಲಿ ಡೇರ್ ಡೆವಿಲ್ಸ್​ ನಾಯಕತ್ವದಿಂದ ಕೆಳಗಿಳಿದ ಗಂಭೀರ್ ಶ್ರೇಯಸ್ ಅಯ್ಯರ್​​ಗೆ ನೂತನ ನಾಯಕನ ಪಟ್ಟ,1
‘ಸೂಪರ್ ಸ್ಟಾರ್’ ರಜನಿಕಾಂತ್ ಎದುರು ತೊಡೆತಟ್ಟಿ ನಿಂತ ಕನ್ನಡದ ಹುಡುಗ ಭೈರವ ಗೀತ ಚಿತ್ರಗಳು ಒಂದೇ ಬಾರಿಗೆ ಬಿಡುಗಡೆ,1
ವಾಟ್ಸ್ಆ್ಯಪ್​ನಲ್ಲಿ ಗ್ರೂಪ್​ ಕಾಲ್​ ಮಾಡುವುದು,1
ನಾಯಕಿಯ ಹುಡುಕಾಟದಲ್ಲಿದ್ದಾರೆ ನಿದೇರ್ಶಕ ಎಸ್ ನಾರಾಯಣ್ ಮಾರ್ಚ್​ ಕ್ಕೆ ಆಡಿಷನ್,1
ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ಹರಡಿದ ಸುಳ್ಳು ವಿಡಿಯೋ ಕ್ಲಿಪ್,0
ರಂಗೀನ್ ದುನಿಯಾದಿಂದ ರಂಗೇರಿದ ಚುನಾವಣಾ ಅಖಾಡ ಲೋಕಸಭೆ​ಗೆ ಸ್ಪರ್ಧಿಸಲಿದ್ದಾರೆ ಸ್ಟಾರ್ ನಟ ನಟಿಯರು,1
ಹೊಸ ಶಿಕ್ಷಣ ನೀತಿಯ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ಸಿನಿಮಾ ನಟನ ಹೊಸ ಚಿತ್ರ ಬಿಡುಗಡೆ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ರಲ್ಲಿ ಆರ್ಥಿಕ ಹೂಡಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಕಳಪೆ ಫಾರ್ಮ್​​ ತಮ್ಮ ಹಳೆ ಖದರ್ ಕಳೆದುಕೊಂಡ್ರ ವರ್ಲ್ಡ್​​​​​ ಬೆಸ್ಟ್​​ ಫಿನಿಶರ್,1
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಹೊಸ ಯೋಜನೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಸದಸ್ಯರ ಬಂಧನದ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಹೊಸ ಹೂಡಿಕೆ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ಆಸೀಸ್ ಭಾರತ ಆದರೂ ಸೋಲು ಟೀಂ ಇಂಡಿಯಾ ಜಿಎಸ್​ಟಿ ಹೊರೆ ಎಂದ ಸೆಹ್ವಾಗ್,1
ಆರ್ಥಿಕ ಹೂಡಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಡಿಸೆಂಬರ್​ನಲ್ಲಿ ತೆರೆ ಕಾಣಲಿದೆ ಭೈರವಗೀತ ಹೆದರಿದ್ದಾರಂತೆ ರಾಮ್​ಗೋಪಾಲ್​ ವರ್ಮಾ,1
ಚೆಂಡು ವಿರೂಪ ಪ್ರಕರಣ ಚಂಡಿಮಲ್ ಸೇರಿದಂತೆ ಮೂವರನ್ನು ಅಮಾನತ್ತು ಮಾಡಿದ ಐಸಿಸಿ,1
ರಾಜಕೀಯ ಪಕ್ಷದ ಸದಸ್ಯರ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಆರ್ಥಿಕ ಹೂಡಿಕೆ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ಲಾರ್ಡ್ಸ್​ ಮೈದಾನದಲ್ಲಿ ಸೇಲ್ಸ್​ಮ್ಯಾನ್​ ಆದ ಅರ್ಜುನ್​ ತೆಂಡೂಲ್ಕರ್​,1
ಸಿನಿಮಾ ನಟನ ರಾಜಕೀಯ ಪಕ್ಷ ಸೇರಿದ್ದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ಹರಡಿದ ಸುಳ್ಳು ವಿಡಿಯೋ ಕ್ಲಿಪ್,0
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಸದಸ್ಯರ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಮೆಗಾಸ್ಟಾರ್​ ಚಿರಂಜೀವಿ ಕುಟುಂಬದ ಅಳಿಯನಾಗುತ್ತಿರುವ ಟಾಲಿವುಡ್​ನ ಮೋಸ್ಟ್​ ಎಲಿಜಬಲ್​ ಬ್ಯಾಚುಲರ್​ ಪ್ರಭಾಸ್​,1
ರಾಜಕೀಯ ಪಕ್ಷದ ಸದಸ್ಯರ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಗೆಲುವಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ದರ್ಶನ್ ಸಿನಿಜೀವನದ ಹೊಸ ವರ್ಷನ್ ರಾಜಕೀಯ ರಣರಂಗಕ್ಕೆ ಕಾಲಿಡಲಿದ್ದಾರಾ ದಾಸ,1
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿಯ ಬಂಧನದ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ಅಂತಿಮ ಟೆಸ್ಟ್ ಪಂದ್ಯದಲ್ಲಿ ಇಂಗ್ಲೆಂಡ್ ಗೆ ಗೆಲುವು ಪಂದ್ಯಗಳ ಸರಣಿಯನ್ನ ರಿಂದ ಗೆದ್ದ ಇಂಗ್ಲೆಂಡ್,1
ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಏರಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಸಿನಿಮಾ ನಟನ ಹೊಸ ಚಿತ್ರ ಬಿಡುಗಡೆ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ರಾಜಕೀಯ ಪಕ್ಷದ ಗೆಲುವಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ಮಕ್ಕಳೊಂದಿಗೆ ಬಾಲಿವುಡ್ ನಟರ ಚಿತ್ರಗಳು ನಿಮಗಾಗಿ,1
ನಿಫಾಗೆ ಹೆದರಲ್ಲ ಎಂದ ಕೇರಳದಲ್ಲಿರುವ ಅಂಬಿ ಭಯದಿಂದ ಜ್ಯೂಸ್​ ಸಹ ತೆಗೆದುಕೊಳ್ಳುತ್ತಿಲ್ಲವಂತೆ ಸುಹಾಸಿನಿ,1
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಅತಿರೇಕದ ಅಭಿಮಾನ ಏರ್​ಪೋರ್ಟ್​ನಲ್ಲಿ ಪ್ರಭಾಸ್​ ಕೆನ್ನೆಗೆ ಬಾರಿಸಿದ ಅಭಿಮಾನಿ,1
ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಅಪಾಯಗಳ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ಪ್ರಸಿದ್ಧ ಆಟಗಾರನ ನಿವೃತ್ತಿ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ವಿರಾಟ್ ಕೊಹ್ಲಿ ಖಾತೆಗೆ ಮತ್ತೊಂದು ದಾಖಲೆ ಸೇರ್ಪಡೆ,1
ರಲ್ಲಿ ವೈಜ್ಞಾನಿಕ ಸಂಶೋಧನೆಯ ಫಲಿತಾಂಶವನ್ನು ತಪ್ಪಾಗಿ ವರದಿ ಮಾಡಿದ ಸುದ್ದಿ,0
ಜಾಮೀನಿನ ಹೊರ ಬಂದ ಮರು ದಿನವೇ ಸ್ನೇಹಿತನ ಮನೆಯಲ್ಲಿ ಪಾರ್ಟಿ ಮಾಡಿದ ಸಲ್ಮಾನ್​,1
ನಟ ದುನಿಯಾ ವಿಜಯ್​ಗೆ ಪೊಲೀಸ್ ವಿಚಾರಣೆಯಿಂದ ಮುಕ್ತಿ ಇಲ್ಲ,1
ಮಂಗಳವಾರ ರಜಾದಿನ ಸಿನಿಮಾದಲ್ಲಿ ಕ್ಷೌರಿಕನ ಪಾತ್ರದಲ್ಲಿ ಕಾಣಿಸಿಕೊಳ್ಳಲಿರುವ ಚಂದನ್​ ಆಚಾರ್​,1
ವರ್ಷಗಳ ಬಳಿಕ ಮತ್ತೆ ತಂಡಕ್ಕೆ ಮರಳಿದ ಯಾರ್ಕರ್ ಸ್ಪೆಷಲಿಸ್ಟ್​​,1
ರಾಜಕೀಯ ನಾಯಕನ ಹೊಸ ಯೋಜನೆ ಯಶಸ್ವಿಯಾಗಿದೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಆಲಿಯಾ ಭಟ್​ಗಾಗಿ ಫೋಟೋಗ್ರಾಫರ್​ ಆದ ರಣಬೀರ್ ಕಪೂರ್​,1
ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಲಾಭದ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ವೈರಲ್ ವಿಡಿಯೋದಲ್ಲಿ ತೋರಿದ ಘಟನೆ ನಿಜವಲ್ಲ,0
photos ಏಷ್ಯನ್ ಗೇಮ್ಸ್ ರಲ್ಲಿ ಚಿನ್ನಕ್ಕೆ ಮುತ್ತಿಕ್ಕಿದ ಭಾರತೀಯ ಕ್ರೀಡಾಪಟುಗಳು,1
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಬಂಧನದ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ಹನಿಮೂನ್ ಮುಗಿಸಿಕೊಂಡು ದೆಹಲಿಗೆ ಬಂದಿಳಿದ ವಿರುಷ್ಕಾ ದಂಪತಿ,1
ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಕುಸಿತದ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ಭಾರತ ಇಂಗ್ಲೆಂಡ್ ಟೆಸ್ಟ್​​ ಆಂಗ್ಲರ ವಿಕೆಟ್ ಪತನ ಆದರೂ ರನ್​ಗಳ ಮುನ್ನಡೆ,1
ಪುನೀತ್​ ಬ್ಯಾನರ್​ನಲ್ಲಿ ಮೂರನೇ ಸಿನಿಮಾ ಹೆಸರಿಡದ ಸಿನಿಮಾಗೆ ಡ್ಯಾನೀಶ್​ ಸೇಠ್​ ಹೀರೋ,1
ನಟ ಸಾರ್ವಭೌಮ ನಿಗಿಲ್ಲ ಐಟಿ ದಾಳಿಯ ಅಡ್ಡಿ ಎಂದ ಪವನ್​ ಒಡೆಯರ್​ ಪುನೀತ್​ ಹೊಸ ಸಿನಿಮಾಕ್ಕೆ ಬಿತ್ತು ಬ್ರೇಕ್​,1
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿಯ ಕುಟುಂಬದ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಆಸ್ತಿ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಹೊಸ ಯೋಜನೆ ಯಶಸ್ವಿಯಾಗಿದೆ ತಪ್ಪು ಸುದ್ದಿ,0
ಕ್ರಿಕೆಟ್ ಪಂದ್ಯದಲ್ಲಿ ಫಿಕ್ಸಿಂಗ್ ನಡೆದಿದೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಹರೆಯದಲ್ಲಿ ಗ್ರ್ಯಾನ್ ಸ್ಲಾಮ್ ಗೆದ್ದ ಫೆಡೆರರ್ ಫಿಟ್ನೆಸ್ ಗುಟ್ಟೇನು ಮತ್ತವರ ದಾಖಲೆಗಳೇನು,1
ಮೊದಲ ಸಿನಿಮಾ ಮೈನೆ ಪ್ಯಾರ್​ ಕಿಯಾ ಗೆ ಬೇರೆಯವರಿಂದ ಕಂಠದಾನ ಮಾಡಿಸಿದ್ದ ಸಲ್ಮಾನ್​,1
ರಲ್ಲಿ ಆರ್ಥಿಕ ಹೂಡಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಅಂಡರ್ ಏಷ್ಯಾ ಕಪ್ ಅಫ್ಘನ್ನರಿಗೆ ಸೋಲುಣಿಸಿ ಸೆಮಿ ಫೈನಲ್​​ಗೆ ಲಗ್ಗೆ ಇಟ್ಟ ಭಾರತ,1
ರಾಜ್ಯದಲ್ಲಿ ವಾರ ತೆರೆಕಾಣಲಿರುವ ಸಿನಿಮಾಗಳು,1
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ಆಟಗಾರನ ನಿವೃತ್ತಿ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ವಿಶ್ವಕಪ್ ಜೂನ್ ರಂದು ದಕ್ಷಿಣ ಆಫ್ರಿಕಾ ವಿರುದ್ಧ ಮೊದಲ ಪಂದ್ಯವಾಡಲಿರುವ ಟೀಮ್ ಇಂಡಿಯಾ,1
ಆರ್ಥಿಕ ಹೂಡಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ರಲ್ಲಿ ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಹೂಡಿಕೆದಾರರ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಸಿನಿಮಾ ನಟಿಯ ಹೊಸ ಚಿತ್ರದಲ್ಲಿ ಅಭಿನಯದ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ವಿಶ್ವಕಪ್ ಬಳಿಕ ಡೇಲ್ ಸ್ಟೈನ್ ನಿವೃತ್ತಿ,1
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಸದಸ್ಯರ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ನಕಲಿ ಐಡಿ ಬಳಸಿ ಸಿಮ್’ಗಳ ಮಾರಾಟ ದೂರುಗಳು ದಾಖಲು ಟೆಲಿಕಾಂ ಸಚಿವ ಹೇಳಿಕೆ,1
ಸಿನಿಮಾ ನಟನ ಹೊಸ ಚಿತ್ರ ಬಿಡುಗಡೆ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ಹಾರರ್​ ಸಿನಿಮಾ ಮಾಡಲು ಹೋದ ‘ಮಂಜರಿ’ ಚಿತ್ರತಂಡಕ್ಕೆ ಹಾರಿಬಲ್​ ಅನುಭವ,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಫಲಿತಾಂಶವನ್ನು ತಪ್ಪಾಗಿ ವರದಿ ಮಾಡಿದ ಸುದ್ದಿ,0
ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿಯ ಕುಟುಂಬದ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಕುಸಿತದ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಬಂಧನದ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ರಲ್ಲಿ ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಹೊಸ ಹೂಡಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ರುಸ್ತುಂ ಚಿತ್ರದ ಫಸ್ಟ್ ಲುಕ್​ನಲ್ಲಿ ಶಿವಣ್ಣ ಮಿಂಚಿಂಗ್,1
ಶತಕ ದಾಖಲಿಸುವುದನ್ನ ಮುಂದುವರೆಸು ವಿರಾಟ್ ಕೊಹ್ಲಿಗೆ ಸಚಿನ್ ತೆಂಡೂಲ್ಕರ್ ಸಂದೇಶ,1
photos ಭಾರತ ಆಸ್ಟ್ರೇಲಿಯಾ ಮೊದಲ ಟೆಸ್ಟ್​ನ ಕೊನೆಯ ದಿನದಾಟದ ಕೆಲ ರೋಚಕ ಕ್ಷಣಗಳು,1
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಮರಣದ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಲಾಭದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ನಟಸಾರ್ವಭೌಮ ನಿಗೆ ಕೋಟೆ ಕಟ್ಟಿದ ಅಭಿಮಾನಿಗಳು ರಿಲೀಸ್‍ಗೂ ಮೊದಲೇ ಅಭಿಮಾನಿಗಳ ಹಬ್ಬ ಶುರು,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ಮಾರುಕಟ್ಟೆ ಪ್ರವೇಶಿಸಲಿರುವ ರೆಡ್​ಮಿ ಇಲ್ಲಿದೆ ಬೆಲೆ ವೈಶಿಷ್ಟ್ಯಗಳ ಮಾಹಿತಿ,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಯಶಸ್ಸಿನ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ನಟಿ ಶ್ರುತಿ ಹಸನ್ ಶಾಲಾ ದಿನಗಳಲ್ಲಿ ತನ್ನ ತಂದೆ ಕಮಲ್ ಹಸನ್ ಹಾಗೂ ತಾಯಿ ಸಾರಿಕಾ ಬಗ್ಗೆ ಸುಳ್ಳು ಹೇಳುತ್ತಿದ್ದದ್ದು ಏಕೆ,1
ಐಎಸ್ಎಲ್ ಲೀಗ್ ಹಂತದ ಕೊನೆಯ ಪಂದ್ಯವನ್ನೂ ಜಯಿಸಿದ ಬೆಂಗಳೂರು ಎಫ್​ಸಿ,1
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಬಗ್ಗೆ ಸುಳ್ಳು ಗಾಸಿಪ್,0
ಸಾವಿನ ಸುದ್ದಿ ಹೇಳಿದ ಅಮೆಜಾನ್​ ಅಲೆಕ್ಸಾ ಭಯ ಬಿದ್ದ ಮನೆ ಒಡೆಯ,1
